Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
Opel,Corsa,Manual,Diesel,2014,71000.0,0.0,85.6,0.7395338990348711,73.0,0,3500
Toyota, Aygo,Manual,Petrol,2019,250.0,150.0,57.7,1.0,84.0,4,9500
Mercedes, E Class,Automatic,Diesel,2010,70150.0,235.0,44.1,2.1,58.0,1,7995
Audi, Q7,Semi-Auto,Diesel,2019,2249.0,145.0,33.6,3.0,85.0,0,42888
Mercedes, GLE Clas,Semi-Auto,Diesel,2017,8581.0,145.0,42.8,3.0,93.0,1,31990
, Q3,Manual,Petrol,2017,36102.0,145.0,49.6,1.4,84.0,3,16500
VW, T-Roc,Semi-Auto,Petrol,2019,3250.0,,32.5,,44.0,1,31500
Toyota, Land Cruiser,Semi-Auto,Diesel,2019,22845.0,150.0,30.1,2.8,76.0,3,42990
Skoda, Citigo,Manual,Petrol,2013,13838.0,,62.8,1.0,82.0,2,4947
Skoda,Octavia,Automatic,Diesel,2017,36751.0,,57.7,2.0,86.0,3,16800
Opel, Astra,Manual,Diesel,2017,72536.0,0.0,83.1,1.6,,4,7390
Skoda, Fabia,Semi-Auto,Petrol,2017,10381.0,20.0,60.1,1.2,67.0,4,11250
Ford, Fiesta,Manual,Petrol,2019,5001.0,145.0,,1.0,50.0,2,15370
VW, Golf,Manual,Diesel,2019,1500.0,145.0,57.7,1.6,59.0,3,16750
BMW, Z3,Manual,Petrol,2001,60000.0,325.0,30.7,2.2,96.0,0,5950
VW, Touareg,Semi-Auto,Diesel,2019,1638.0,150.0,34.5,3.0,52.0,1,41990
VW, Scirocco,Manual,Petrol,2016,16000.0,145.0,47.1,2.0,73.0,4,12990
Ford, Fiesta,Manual,Petrol,2012,53210.0,125.0,50.4,1.2,78.0,0,5495
VW, Touareg,Automatic,Diesel,2016,44000.0,,42.8,3.0,36.0,2,21950
VW, Tiguan,Manual,Diesel,2016,29866.0,125.0,58.9,2.0,90.0,0,20991
BMW, 3 Series,Semi-Auto,Diesel,2020,102.0,,50.4,2.0,58.0,3,42430
Opel, Corsa,Manual,Diesel,2015,82011.0,0.0,,1.3,30.0,2,5745
Opel, Mokka X,Manual,Petrol,2019,5044.0,150.0,39.2,1.4,58.0,3,13498
Ford, Fiesta,Manual,Petrol,2020,79.0,145.0,56.5,1.0,80.0,0,14999
Opel, Astra,Semi-Auto,Petrol,2017,42000.0,145.0,51.4,1.4,83.0,2,11295
BMW, 3 Series,Semi-Auto,Diesel,2015,28321.0,145.0,53.3,3.0,47.0,4,16698
Ford, Focus,Manual,Diesel,,35000.0,0.0,74.3,1.5,37.0,1,8490
Opel, Mokka X,Manual,Petrol,2017,32037.0,200.0,42.2,1.6,66.0,4,10298
Mercedes, C Class,Manual,Petrol,2013,74000.0,160.0,44.1,1.6,50.0,2,8990
Skoda, Superb,Automatic,Petrol,2020,4433.0,145.0,,2.0,,3,26990
BMW, 1 Series,Manual,Diesel,2017,37842.0,,,2.0,84.0,4,12000
BMW, 5 series,Automatic,Hybrid,2017,5336.0,135.0,156.9,2.0,46.0,4,24999
Opel, Insignia,,Petrol,2014,52040.0,125.0,54.3,1.4,43.0,4,7495
VW, Golf,Automatic,Petrol,2019,1201.0,,32.8,2.0,81.0,4,28999
Opel, Astra,Manual,Petrol,2019,3191.0,145.0,45.6,1.4,63.0,3,14926
Mercedes, C Class,Semi-Auto,Diesel,2015,18025.0,20.0,64.2,2.1,,1,16260
Ford, Focus,Manual,Diesel,2016,38113.0,0.0,74.3,1.5,48.0,3,10295
Mercedes, C Class,Semi-Auto,Diesel,2019,5428.0,145.0,56.5,2.0,96.0,0,29980
VW, GOLF,Semi-Auto,Petrol,2019,9773.0,145.0,,1.0,49.0,4,17750
VW, Polo,Manual,Petrol,2018,14641.0,145.0,60.1,1.2,35.0,4,10995
Ford, Edge,,Diesel,2018,13712.0,145.0,47.9,2.0,50.0,3,23740
Ford, Fiesta,Manual,Petrol,2017,19638.0,20.0,62.8,1.0,45.0,3,10000
Audi, A4,Semi-Auto,Diesel,2016,53339.0,30.0,61.4,2.0,47.0,0,17862
Toyota, Aygo,Manual,Petrol,2017,20741.0,0.0,69.0,1.0,91.0,0,6191
VW, Tiguan,Semi-Auto,Petrol,2019,6458.0,145.0,30.4,2.0,52.0,2,29442
Mercedes, CL Class,Automatic,Petrol,2018,19193.0,145.0,53.3,1.6,61.0,0,19695
Opel, Adam,Manual,Petrol,2017,9689.0,125.0,53.3,1.2,86.0,1,7380
Opel, Mokka X,Manual,Petrol,2017,54000.0,145.0,47.1,1.4,30.0,0,9450
Mercedes, C Class,Semi-Auto,Petrol,2019,13137.0,145.0,44.1,1.5,52.0,0,20980
VW, Tiguan,,Diesel,2019,4500.0,145.0,45.6,2.0,47.0,4,28990
Opel, Corsa,Manual,Petrol,2019,4704.0,150.0,43.5,1.4,94.0,4,10498
Skoda, Kodiaq,Automatic,Diesel,2019,20.0,145.0,46.3,2.0,35.0,3,24999
Ford, Focus,Manual,Petrol,2016,36342.0,20.0,60.1,1.0,54.0,2,9590
Hyundai, I10,Manual,,2015,19645.0,30.0,57.6,1.2,56.0,3,6190
Mercedes, C Class,Automatic,Diesel,2016,23953.0,30.0,64.2,2.1,87.0,4,18499
BMW, X4,Semi-Auto,Diesel,2019,9168.0,150.0,40.9,3.0,90.0,2,37990
BMW, X4,Manual,Diesel,2015,39824.0,,52.3,2.0,82.0,,19500
Toyota, Yaris,Manual,,2019,5395.0,,47.9,1.5,68.0,0,11992
VW, Touran,Semi-Auto,Petrol,2017,20685.0,125.0,51.4,1.4,,3,19841
Skoda,Yeti Outdoor,Manual,Petrol,2017,28244.0,,51.4,1.2,30.0,3,14490
Opel, Insignia,Manual,Petrol,2018,31637.0,145.0,47.1,1.5,65.0,3,12998
Audi, A1,Manual,Diesel,2017,17713.0,150.0,76.3,1.6,64.0,2,13690
Audi, A8,Semi-Auto,Diesel,,100.0,145.0,40.4,3.0,76.0,1,49000
Opel, Crossland X,Manual,Diesel,2019,3000.0,145.0,60.1,1.5,37.0,3,14995
Opel, Corsa,Manual,Petrol,2017,32659.0,30.0,,1.4,32.0,0,7700
VW, Golf,Semi-Auto,Diesel,2016,25000.0,30.0,62.8,2.0,40.0,1,17490
Mercedes, C Class,Semi-Auto,Petrol,2019,5910.0,145.0,46.3,1.5,3.2074178424107345,4,25999
Opel, Astra,Manual,Petrol,2016,15137.0,125.0,51.4,1.4,80.0,2,8760
VW, Polo,Manual,Petrol,2015,38502.0,20.0,,1.2,33.0,1,8498
BMW, 3 Series,Semi-Auto,Diesel,2018,33188.0,150.0,53.3,3.0,74.0,3,22895
VW, Tiguan,Manual,Petrol,2019,3950.0,150.0,38.2,1.5,34.0,4,22498
Opel, Zafira,Manual,Petrol,2016,26873.0,200.0,42.2,1.4,,1,8991
VW, Polo,Manual,Petrol,2016,30996.0,20.0,58.9,1.0,44.0,2,9289
BMW, 2 Series,Automatic,Diesel,2019,8719.0,145.0,52.3,2.0,56.0,0,20480
BMW, 1 Series,Manual,Diesel,2010,60000.0,125.0,60.1,2.0,59.0,4,6275
Mercedes, SLK,Other,Diesel,2015,39000.0,,56.5,2.1,81.0,4,12995
BMW, 4 Series,Semi-Auto,Petrol,2017,15333.0,160.0,45.6,2.0,58.0,1,19997
Hyundai, Tucson,Manual,Petrol,2018,9424.0,150.0,34.9,1.6,89.0,2,18000
Mercedes, A Class,,Petrol,2020,1499.0,,,1.3,85.0,4,27990
VW, passat,Automatic,Hybrid,2019,9900.0,135.0,41.5,1.4,35.0,4,31000
Ford, Fiesta,Manual,Petrol,2015,52080.0,0.0,65.7,1.0,47.0,3,6990
Skoda, Superb,Manual,Diesel,2017,17250.0,150.0,64.2,2.0,74.0,3,17990
Ford, Fiesta,Manual,Diesel,2014,27224.0,0.0,76.4,1.5,75.0,1,6940
Ford, Fiesta,Automatic,Petrol,2011,29475.0,200.0,42.8,1.4,69.0,1,5799
Ford,Mondeo,Automatic,Diesel,2016,29608.0,125.0,57.7,2.0,95.0,3,12400
Skoda, Karoq,Automatic,Diesel,2019,4086.0,145.0,,1.6,60.0,4,21995
Ford, Focus,,Petrol,2017,17327.0,145.0,41.5,2.0,65.0,0,18520
BMW, X,Automatic,Diesel,2019,15.0,145.0,37.7,3.0,62.0,2,54991
Mercedes, C Class,Semi-Auto,Hybrid,2016,33085.0,0.0,134.5,2.0,91.0,3,18232
Skoda, Citigo,,Petrol,2016,27514.0,20.0,62.8,1.0,88.0,0,5990
, Passat,Manual,Diesel,2015,132000.0,20.0,67.3,2.0,73.0,1,7393
Mercedes, A Class,Semi-Auto,Petrol,2017,20675.0,30.0,55.4,1.6,44.0,0,14495
Toyota, Yaris,Automatic,Hybrid,2015,24654.0,0.0,78.0,1.5,70.0,2,12721
Ford, Focus,Manual,Petrol,2019,14132.0,145.0,58.9,1.0,89.0,0,15400
BMW, 5 Series,Automatic,Diesel,2019,10654.0,145.0,60.1,2.0,54.0,4,30000
Ford, Fusion,Automatic,Petrol,2009,44000.0,260.0,37.7,1.6,57.0,2,2890
Audi, Q3,Manual,Petrol,2017,41767.0,145.0,51.4,1.4,71.0,2,15749
Opel, Astr,Manual,Diesel,2019,200.0,145.0,72.4,1.6,34.0,3,15495
Ford, C-MAX,Manual,Diesel,2017,20646.0,150.0,27.70948954406702,,68.0,0,11998
Ford, Focus,Automatic,Diesel,2018,15350.0,145.0,67.3,1.5,82.0,2,14990
, Tucson,Manual,Petrol,2018,11290.0,145.0,44.8,1.6,65.0,4,14751
Ford, Fiesta,Manual,Petrol,2018,11377.0,145.0,64.2,1.1,64.0,2,10000
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017,32443.0,145.0,,1.2,78.0,1,14750
Ford, Focus,Automatic,Diesel,2020,3767.0,145.0,74.3,1.5,78.0,2,20991
Mercedes, CLS Class,Semi-Auto,Diesel,2016,14466.0,160.0,,3.0,99.0,4,22498
Toyota, Avensis,Manual,Petrol,2012,23509.0,200.0,110.34497686910323,1.8,76.0,4,8134
Audi, A1,Manual,Diesel,2015,31000.0,0.0,80.7,1.6,36.0,3,7990
VW, Passat,Manual,Diesel,2016,48664.0,20.0,70.6,1.6,95.0,1,12899
Mercedes, M Class,Semi-Auto,Diesel,2015,38644.0,200.0,39.2,2.1,84.0,2,21698
Toyota,,Manual,Petrol,2017,17634.0,145.0,69.0,1.0,55.0,3,7000
Hyundai, I10,Manual,Petrol,2019,10.0,145.0,49.6,1.0,53.0,1,9491
Opel, Mokka X,Manual,Diesel,2017,36951.0,145.0,68.9,1.6,51.0,0,9999
Audi, A5,Semi-Auto,Diesel,2017,19608.0,145.0,62.8,2.0,92.0,4,21498
Ford, EcoSport,Manual,Petrol,2019,9.0,145.0,,1.0,74.0,2,19194
Ford, Focus,Manual,Diesel,2014,41494.0,20.0,67.3,1.6,41.0,1,7100
VW, Passa,Semi-Auto,Diesel,2016,48502.0,30.0,62.8,2.0,71.0,4,11590
Ford, Fiesta,Manual,Petrol,2017,30178.0,145.0,64.2,1.1,95.0,0,8490
VW,,Manual,Diesel,2019,5000.0,145.0,47.9,2.0,51.0,3,25950
Opel, Corsa,Manual,,2020,10.0,150.0,70.6,1.5,95.0,0,17998
Hyundai, I10,Semi-Auto,Petrol,2018,8500.0,150.0,,1.2,87.0,4,10495
Ford, Tourneo Custom,Manual,Diesel,,26514.0,200.0,44.8,2.0,89.0,0,20000
Toyota, Aygo,Manual,Petrol,,2743.0,145.0,56.5,1.0,51.0,0,9795
BMW, 2 Series,Semi-Auto,Petrol,2018,27542.0,145.0,39.8,3.0,81.0,0,22998
Audi, Q7,Automatic,Diesel,2016,53801.0,200.0,47.9,3.0,65.0,2,25930
Ford, Focus,Manual,Petrol,2019,1864.0,145.0,60.1,1.0,94.0,3,17700
Ford, Fiesta,,Petrol,2017,11200.0,0.0,,1.0,33.0,0,9995
VW, Golf,Manual,Petrol,2017,18778.0,,65.7,1.0,95.0,2,13299
BMW, 2 Series,Semi-Auto,Diesel,2019,1223.0,145.0,49.6,2.0,32.0,2,23780
VW, Polo,Manual,Petrol,2019,9790.0,150.0,48.7,1.0,38.0,0,12998
Hyundai, I20,Manual,Petrol,2016,32182.0,30.0,92.11045520662186,1.2,83.0,4,7250
VW, Golf,Semi-Auto,Petrol,2018,35059.0,145.0,39.8,2.0,30.0,3,24000
Skoda, Citigo,Manual,Petrol,2017,2987.0,145.0,,1.0,47.0,4,7000
Ford, Fiesta,Manual,Petrol,2014,26097.0,150.0,47.9,1.6,53.0,4,9700
Opel, Meriva,Automatic,Petrol,2016,23777.0,235.0,39.8,1.4,73.0,1,8998
Ford, Edge,Manual,Diesel,2017,9975.0,145.0,48.7,2.0,3.2257436177114727,0,21333
VW, Polo,Manual,Petrol,2017,11768.0,150.0,60.1,1.0,92.0,0,9991
BMW, 3 Series,Semi-Auto,Diesel,2019,6250.0,145.0,43.5,3.0,75.0,2,40980
BMW, 3 Series,,Diesel,2017,34298.0,30.0,64.2,2.0,82.0,4,15500
BMW, 2 Series,Manual,Diesel,2016,68848.0,0.0,74.3,1.5,49.0,1,9499
VW, T-Roc,Manual,Diesel,2019,3000.0,145.0,50.4,1.6,64.0,0,20995
VW, Up,Manual,Petrol,2017,38779.0,20.0,64.2,1.0,41.0,0,7895
Opel, Astra,Manual,Diesel,2019,5468.0,145.0,58.9,1.6,71.0,4,14694
Ford, Fiesta,Manual,Diesel,2017,22711.0,145.0,88.3,1.5,32.0,4,9899
Ford, Focus,Manual,Petrol,2019,6746.0,,34.5,2.3,94.0,0,24999
Ford, Focus,Manual,Petrol,2018,13374.0,145.0,41.5,2.0,46.0,2,20000
Ford, Fiesta,Manual,Petrol,2017,29491.0,150.0,65.7,1.0,95.0,1,8291
Toyota, Yaris,Automatic,Hybrid,2017,7469.0,,76.3,1.5,43.0,2,13498
Opel, Mokka X,Manual,Petrol,2017,16967.0,200.0,42.2,1.6,,3,10291
Skoda, Yeti Outdoor,Manual,Petrol,2017,25981.0,145.0,51.4,1.2,47.0,1,12495
VW, Passat,Manual,Petrol,2019,28249.0,145.0,45.6,1.5,30.0,4,14495
VW, Polo,Manual,Petrol,2017,18686.0,,60.1,1.2,54.0,4,10692
BMW, 1 Series,Semi-Auto,Diesel,2015,45000.0,20.0,72.4,1.5,71.0,0,10991
Toyota, Aygo,Manual,Petrol,2017,3028.0,145.0,68.9,1.0,96.0,4,8995
Opel, Astra,Manual,Petrol,2018,23988.0,145.0,51.4,1.4,54.0,4,10998
Skoda, Octavia,Automatic,Diesel,2016,41092.0,125.0,57.7,2.0,73.0,4,14800
Toyota, Yaris,Manual,Petrol,2019,4228.0,140.0,47.9,1.5,55.0,0,11491
VW, Caravelle,Semi-Auto,Diesel,2019,8751.0,150.0,32.8,2.0,71.0,,44494
VW, T-Roc,Automatic,Diesel,2019,2632.0,145.0,49.6,2.0,44.0,0,26000
BMW, 1 Series,Automatic,Diesel,2019,123.0,145.0,51.4,2.0,36.0,3,28000
BMW, X4,Semi-Auto,Diesel,2019,,145.0,40.9,,94.0,4,39450
Opel, Zafira,Automatic,Petrol,2016,11862.0,,40.9,1.4,34.0,,12498
Opel, Corsa,Manual,Petrol,2019,3575.0,145.0,43.5,1.4,76.0,4,9388
Skoda, Superb,Manual,Diesel,2013,46000.0,30.0,61.4,2.0,82.0,3,8699
Ford, focus,Manual,Diesel,2017,38590.0,145.0,74.3,1.5,80.0,0,11599
Ford,Fiesta,Manual,Petrol,2013,46028.0,30.0,54.3,1.2,61.0,4,5995
Opel, Astra,Semi-Auto,Petrol,2017,,150.0,51.4,1.4,32.0,2,10999
Toyota, Yaris,Automatic,Hybrid,2015,36000.0,0.0,86.0,1.5,47.0,2,9995
Skoda, Scala,Manual,Petrol,2019,4266.0,145.0,49.6,1.0,99.0,,14992
BMW, X5,Automatic,Diesel,2018,31016.0,145.0,47.1,3.0,59.0,1,30999
Toyota, C-HR,,Hybrid,2016,20262.0,0.0,,1.8,57.0,2,20495
BMW, X3,Automatic,Diesel,2019,2500.0,145.0,54.3,2.0,94.0,3,36950
Mercedes, GLC Class,Semi-Auto,Diesel,2017,33153.0,145.0,56.5,2.1,40.0,1,26995
Ford, Focus,Automatic,Diesel,2018,5675.0,145.0,67.3,1.5,45.0,4,16000
BMW, 1 Series,Manual,Diesel,2015,61296.0,30.0,65.7,2.0,55.0,0,10200
Ford, Kuga,Manual,Diesel,2017,28073.0,145.0,60.1,2.0,87.0,4,17000
Ford, Fiesta,Manual,Petrol,2018,24122.0,,64.2,1.1,93.0,4,9391
BMW, 4 Series,Semi-Auto,Diesel,2019,6903.0,145.0,49.6,3.0,64.0,2,30804
Hyundai,IONIQ,Automatic,Hybrid,2018,19348.0,,78.5,1.6,3.25476012547432,4,17298
Audi, A4,Semi-Auto,,2019,3000.0,145.0,38.7,,57.0,0,27495
BMW, 5 Series,Semi-Auto,Petrol,2019,2135.0,145.0,48.7,2.0,91.0,0,30875
BMW, 1 Series,Manual,Diesel,2019,6675.0,145.0,70.6,1.5,46.0,4,18950
BMW, 1 Series,Manual,Petrol,2019,7218.0,150.0,52.3,1.5,31.0,4,17800
BMW, 5 Series,Semi-Auto,Diesel,2017,49329.0,145.0,60.1,3.0,66.0,1,24480
Audi, TT,Semi-Auto,Petrol,2019,3339.0,145.0,34.5,2.0,54.0,1,36750
Audi, A4,Semi-Auto,Diesel,2019,9000.0,150.0,,2.0,80.0,0,29990
Toyota, Aygo,Manual,Petrol,2016,64500.0,0.0,69.0,1.0,72.0,3,5495
VW, Polo,Manual,Petrol,2015,49675.0,20.0,60.1,1.0,1.7694736373257314,0,7440
Hyundai, IX35,Automatic,Diesel,2013,37000.0,300.0,39.2,2.0,71.0,4,9995
Mercedes, C Class,Automatic,Diesel,2017,38082.0,150.0,61.4,2.1,94.0,2,18500
Opel, Grandland X,Manual,Petrol,2019,7330.0,145.0,44.1,1.2,66.0,1,16130
Toyota, Aygo,Manual,Petrol,2018,10125.0,150.0,68.9,0.1628659545028228,30.0,,8490
Mercedes, CLS Class,Semi-Auto,Diesel,2019,11886.0,145.0,48.7,2.9,53.0,0,51540
Ford, Fiesta,Manual,Petrol,2019,5752.0,,58.9,1.0,93.0,3,15910
BMW, 1 Series,Semi-Auto,Diesel,2016,42001.0,20.0,68.9,1.5,89.0,2,13498
Audi, TT,Manual,Diesel,2016,51400.0,30.0,62.8,2.0,56.0,4,15465
Opel,Insignia,Manual,Diesel,2017,14821.0,145.0,60.1,2.0,68.0,1,14499
Audi, A3,Manual,Petrol,2016,35694.0,20.0,60.1,1.0,41.0,3,12990
Toyota, Yaris,Manual,Petrol,2017,32498.0,,58.9,1.5,97.0,2,8975
Audi, A5,Automatic,Diesel,2017,,150.0,62.8,2.0,45.0,2,21490
Audi, TT,Manual,Diesel,,33833.0,30.0,62.8,2.0,50.0,1,15400
Ford, Fiesta,Manual,Petrol,2018,17050.0,145.0,65.7,1.0,50.0,4,11490
VW, T-Roc,Semi-Auto,Petrol,2020,3000.0,145.0,39.8,1.5,87.0,3,27499
BMW,,Semi-Auto,Diesel,2019,11234.0,145.0,68.9,2.0,64.0,0,18498
Ford, Focu,Manual,Diesel,2015,29901.0,0.0,74.3,1.5,46.0,4,9498
VW, Touareg,Semi-Auto,Diesel,2015,50312.0,240.0,42.8,3.0,64.0,0,20995
Audi, A6,Semi-Auto,Diesel,2019,6314.0,150.0,50.4,2.0,99.0,4,27900
Skoda, fabia,Manual,Petrol,2019,13510.0,150.0,61.4,1.0,68.0,0,10995
Toyota, Yaris,Automatic,Petrol,2017,12537.0,150.0,60.1,1.5,45.0,1,12000
Mercedes, CLK,Automatic,Diesel,2003,105000.0,230.0,39.2,2.7,98.0,1,3376
BMW, 3 Series,Automatic,Diesel,2016,45000.0,30.0,64.2,2.0,68.0,2,13990
Ford, Fiesta,Manual,Petrol,2017,16300.0,,65.7,1.0,73.0,2,10999
Ford, Kuga,Manual,Diesel,2014,52681.0,145.0,53.3,2.0,81.0,2,9298
BMW, 4 Series,Automatic,Diesel,2015,92236.0,150.0,,3.0,96.0,3,13500
Toyota, Auris,Manual,Petrol,2015,50119.0,30.0,58.9,1.2,59.0,0,8199
Ford, Focus,Semi-Auto,Petrol,2017,12582.0,125.0,51.4,1.0,83.0,3,11817
Opel, Corsa,,Petrol,2016,27000.0,30.0,54.3,1.4,85.0,1,7700
Opel, Mokka X,Manual,Petrol,2016,48652.0,200.0,42.2,1.6,87.0,3,9995
Toyota, Auris,Automatic,Hybrid,2016,16092.0,0.0,72.4,1.8,65.0,1,14990
Opel, Crossland X,Manual,Petrol,2019,13740.0,145.0,44.8,1.2,54.0,0,12036
Ford, C-MAX,Manual,Diesel,2017,30803.0,20.0,68.9,1.5,64.0,3,9290
Opel, Astra,Automatic,Petrol,2013,23615.0,235.0,39.2,1.6,33.0,1,6400
Ford, Kuga,Manual,Diesel,2017,22811.0,125.0,60.1,2.0,50.0,2,14695
Mercedes, C Class,Automatic,Diesel,2019,4167.0,145.0,61.4,2.0,87.0,2,35891
Skoda, Superb,Manual,Diesel,2019,41800.0,145.0,65.7,2.0,47.0,2,13980
Mercedes, SL CLASS,Automatic,Petrol,2019,1623.0,145.0,47.1,2.0,,0,34120
Ford, Fiesta,Manual,Petrol,2017,18077.0,145.0,62.8,1.0,77.0,0,10499
Ford, EcoSport,Manual,Petrol,2017,9335.0,145.0,52.3,1.0,94.0,,10450
VW, Golf,Manual,Petrol,2020,899.0,145.0,47.1,1.5,31.0,1,20995
Audi, A3,Semi-Auto,Diesel,2016,27306.0,125.0,61.4,2.0,88.0,1,15945
Skoda, Karoq,,Petrol,2018,9298.0,145.0,50.4,1.5,92.0,3,18990
BMW, X3,Automatic,Diesel,2017,17504.0,145.0,54.3,2.0,96.0,4,19450
Opel, Astra,Manual,Petrol,2015,48494.0,,43.5,1.6,78.0,0,6899
Ford, Mondeo,Manual,Diesel,2018,31199.0,145.0,47.1,2.0,89.0,4,12499
Opel, Astra,Manual,Diesel,2013,66339.0,125.0,60.1,2.0,90.0,4,6400
Opel, Insignia,Manual,Diesel,2016,65973.0,0.0,74.3,1.6,74.0,4,6498
Audi, A7,Semi-Auto,Diesel,2019,76.0,145.0,47.1,2.0,82.0,0,35998
Audi, a5,Semi-Auto,Petrol,2019,1637.0,145.0,34.9,2.0,53.0,4,34990
Opel, Corsa,Manual,Petrol,2019,9260.0,145.0,43.5,1.4,61.0,2,9471
Mercedes, C Class,Semi-Auto,Diesel,2019,4664.0,145.0,61.4,2.0,92.0,0,27599
Mercedes, C Class,Semi-Auto,Diesel,2018,22773.0,145.0,61.4,2.1,68.0,2,20885
, RS3,Semi-Auto,Petrol,2015,,300.0,34.9,2.5,53.0,3,29250
Hyundai, Santa Fe,Semi-Auto,Diesel,2019,2715.0,145.0,42.8,2.2,92.0,3,29995
Audi, A3,Manual,Diesel,2019,1809.0,,,1.6,99.0,4,18400
Ford, Focus,Manual,Diesel,2016,28000.0,0.0,74.3,1.5,96.0,3,7990
Mercedes, A Class,Manual,Petrol,2018,21112.0,150.0,,1.6,39.0,0,16000
, Golf,Semi-Auto,Petrol,2019,4086.0,145.0,32.8,2.0,57.0,1,28799
Toyota, Aygo,Manual,Petrol,2018,7500.0,145.0,56.5,1.0,36.0,1,7991
VW, Tiguan,Manual,Petrol,2017,17682.0,145.0,48.7,,93.0,4,17990
Ford, Fiesta,Manual,Petrol,2017,23048.0,125.0,54.3,1.2,43.0,4,8999
Ford, Focus,Manual,Diesel,2017,33324.0,145.0,74.3,1.5,78.0,0,10498
VW, Passat,Semi-Auto,Diesel,2019,14990.0,145.0,51.4,2.0,30.0,0,18790
Toyota, Yaris,Automatic,Hybrid,2017,22909.0,0.0,86.0,1.5,40.0,2,10995
Mercedes, C Class,Semi-Auto,Petrol,2019,2512.0,145.0,44.1,1.5,70.0,3,35099
Ford, Mondeo,Manual,Diesel,2018,27206.0,145.0,62.8,2.0,74.0,0,14599
VW, Golf,Manual,Diesel,2019,3255.0,145.0,62.8,2.0,58.0,3,21695
Opel, astra,Manual,Petrol,2016,24426.0,125.0,51.4,1.4,34.0,4,8298
BMW, 3 Series,Semi-Auto,Diesel,2017,26252.0,145.0,51.4,3.0,33.0,2,20998
Toyota, RAV4,Manual,Diesel,2017,34633.0,125.0,60.1,2.0,99.0,4,16295
Skoda, Octavia,Manual,Diesel,2018,21831.0,150.0,68.9,1.6,66.0,0,11998
VW, T-Cross,Manual,Diesel,2019,3267.0,145.0,53.3,1.6,97.0,4,19680
Toyota, Prius,Automatic,Hybrid,2013,56077.0,10.0,64.2,,39.0,2,16500
VW, Passat,Semi-Auto,Diesel,2016,67022.0,30.0,62.8,2.0,96.0,3,9790
Audi, Q2,Semi-Auto,Petrol,2019,3934.0,145.0,33.2,2.0,49.0,1,31500
Hyundai, IX20,Manual,Petrol,2017,20634.0,125.0,,1.4,97.0,4,9795
Mercedes, M Class,Automatic,Diesel,2015,53815.0,205.0,39.2,,79.0,2,18300
Audi, A1,Manual,Petrol,2018,9938.0,145.0,65.7,1.0,40.0,3,15000
Audi, A6,Semi-Auto,Diesel,2017,26494.0,150.0,45.6,3.0,87.0,3,28500
Audi, RS5,Automatic,Petrol,2019,1000.0,145.0,29.7,2.9,73.0,2,63950
Ford, Fiesta,Manual,Petrol,2017,11360.0,0.0,65.7,1.0,35.0,0,8800
Toyota, Land Cruiser,Semi-Auto,Diesel,2019,11619.0,145.0,30.1,2.8,75.0,1,40999
VW, Passat,Manual,Diesel,,51000.0,20.0,68.9,2.0,39.0,2,9995
Mercedes, A Class,Semi-Auto,Diesel,2017,86705.85488462522,145.0,68.9,2.1,31.0,3,16498
BMW, 4 Series,Automatic,Petrol,2019,10.0,145.0,45.6,2.0,89.0,3,31980
Ford, Kuga,Manual,Diesel,2017,22139.0,,64.2,1.5,69.0,2,13900
Ford, Focus,Manual,Petrol,2019,4827.0,145.0,60.1,1.0,63.0,4,17750
VW, Sharan,Manual,Petrol,2001,68010.0,330.0,30.1,2.0,75.0,2,3490
Toyota, Auris,Manual,Diesel,2015,66532.0,20.0,67.3,1.6,92.0,4,7995
, Touareg,Automatic,Diesel,2016,21200.0,235.0,42.8,3.0,97.0,2,25495
Skoda, Superb,Semi-Auto,Petrol,2020,42.0,150.0,36.7,1.5,44.0,0,22995
Skoda, Octavia,Manual,Diesel,2018,22018.0,,68.9,1.6,73.0,0,13750
VW, Tiguan,Manual,Diesel,2019,7000.0,150.0,47.9,2.0,60.0,0,23495
Ford, EcoSport,Semi-Auto,Petrol,2019,2898.0,145.0,45.6,1.0,84.0,0,15950
Mercedes, GLA Class,Semi-Auto,Diesel,2019,4938.0,145.0,64.2,2.1,69.0,1,25099
Mercedes, C Class,Semi-Auto,Diesel,2019,8714.0,145.0,61.4,2.0,96.0,1,26999
VW, Polo,Manual,Petrol,2016,39000.0,0.0,65.7,1.0,68.0,3,10990
VW, Touran,Semi-Auto,Diesel,2018,,145.0,49.6,1.6,66.0,4,19690
VW, Beetl,Manual,Petrol,2017,30446.0,145.0,53.3,1.2,78.0,4,12240
BMW, 1 Series,Semi-Auto,Petrol,2016,9097.0,200.0,39.8,3.0,92.0,2,23412
Ford, Focus,Manual,Petrol,2018,28230.0,145.0,60.1,2.6312004729689877,,4,12550
Ford, Fiesta,Manual,Petrol,2017,22617.0,,65.7,1.0,66.0,4,9695
Opel, Adam,Manual,Petrol,2017,9300.0,,53.3,1.2,52.0,4,7999
, Focus,Automatic,Petrol,2017,,150.0,51.4,1.0,51.0,1,10799
BMW, 3 Series,Manual,Diesel,2014,51030.0,30.0,62.8,2.0,99.0,2,10450
VW,,Semi-Auto,Diesel,2017,36000.0,145.0,54.3,2.0,57.0,4,19700
